#Fluorescent yield data from Kaastra and Mewe 1993A&AS...97..443K
label    z  state  s   delta  il    E      omega
 2307   21    2    2     1   22      46.2   0.0009
 2308   21    2    2     2   22      61.1   0.0972
 2309   21    2    3     0    9     359.7   0.0006
 2310   21    2    3     0   10     413.7   0.0002
 2311   21    2    3     1   16      22.5   0.0003
 2312   21    2    3     2   16      21.2   0.0047
 2313   21    2    3     1   17      23.0   0.0007
 2314   21    2    3     2   17      21.7   0.0093
 2315   21    2    3     1   18      34.8   0.0089
 2316   21    2    3     2   18      49.7   0.1460
 2317   21    2    3     1   19      46.7   0.0447
 2318   21    2    3     1   20      34.2   0.0015
 2319   21    2    3     2   20      49.1   0.0345
 2320   21    2    3     1   22      46.2   0.0495
 2321   21    2    4     0   12     355.0   0.0006
 2322   21    2    4     1   16      22.5   0.0004
 2323   21    2    4     2   16      21.2   0.0040
 2324   21    2    4     1   17      23.0   0.0007
 2325   21    2    4     2   17      21.7   0.0079
 2326   21    2    4     1   18      34.8   0.0008
 2327   21    2    4     2   18      49.7   0.0692
 2328   21    2    4     1   19      46.7   0.0023
 2329   21    2    4     1   20      34.2   0.0101
 2330   21    2    4     2   20      49.1   0.1223
 2331   21    2    4     1   22      46.2   0.0619
 2332   21    2    5     1   18      34.8   0.0685
 2333   21    2    5     1   19      46.7   0.1373
 2334   21    2    5     1   20      34.2   0.1371
 2335   21    2    5     1   22      46.2   0.6416
 2336   21    2    6     0   18      32.5   0.0003
 2337   21    2    7     0   20      32.0   0.0003
 2338   21    2    7     0   22      33.2   0.0002
 2339   21    3    1     0    1    4119.1   0.0568
 2340   21    3    1     0    2    4123.8   0.1135
 2341   21    3    1     0    3    4507.1   0.0068
 2342   21    3    1     0    4    4508.2   0.0136
 2343   21    3    1     1    7     489.6   0.0002
 2344   21    3    1     2    7     497.0   0.0002
 2345   21    3    1     1    8     490.1   0.0004
 2346   21    3    1     2    8     497.0   0.0004
 2347   21    3    1     1    9     374.1   0.0001
 2348   21    3    1     2    9     381.0   0.0002
 2349   21    3    1     3    9     388.0   0.0001
 2350   21    3    1     2   10     469.9   0.0001
 2351   21    3    1     0   12     361.0   0.0001
 2352   21    3    1     1   12     369.4   0.0003
 2353   21    3    1     2   12     376.3   0.0004
 2354   21    3    1     3   12     383.3   0.0002
 2355   21    3    1     1   16      21.2   0.0143
 2356   21    3    1     2   16      21.8   0.0180
 2357   21    3    1     3   16      21.7   0.0991
 2358   21    3    1     4   16      16.0   0.0420
 2359   21    3    1     5   16      17.8   0.0051
 2360   21    3    1     0   17      23.0   0.0001
 2361   21    3    1     1   17      21.7   0.0276
 2362   21    3    1     2   17      21.8   0.0332
 2363   21    3    1     3   17      21.7   0.1696
 2364   21    3    1     4   17      16.0   0.0674
 2365   21    3    1     5   17      38.8   0.0095
 2366   21    3    1     0   18      34.8   0.0068
 2367   21    3    1     1   18      49.7   0.0836
 2368   21    3    1     2   18      67.1   0.0683
 2369   21    3    1     3   18      86.2   0.2657
 2370   21    3    1     4   18     113.2   0.0535
 2371   21    3    1     0   20      34.2   0.0136
 2372   21    3    1     1   20      49.1   0.0820
 2373   21    3    1     2   20      67.1   0.0427
 2374   21    3    1     3   20      86.2   0.1381
 2375   21    3    1     4   20     113.2   0.0256
 2376   21    3    2     0    6     100.0   0.0001
 2377   21    3    2     0    7     483.5   0.0004
 2378   21    3    2     0    8     483.9   0.0009
 2379   21    3    2     1    9     374.1   0.0002
 2380   21    3    2     1   10     444.9   0.0001
 2381   21    3    2     1   12     369.4   0.0004
 2382   21    3    2     1   16      21.2   0.0189
 2383   21    3    2     2   16      21.8   0.2083
 2384   21    3    2     1   17      21.7   0.0369
 2385   21    3    2     2   17      21.8   0.3854
 2386   21    3    2     0   18      34.8   0.0004
 2387   21    3    2     1   18      49.7   0.0237
 2388   21    3    2     2   18      67.1   0.4298
 2389   21    3    2     0   20      34.2   0.0009
 2390   21    3    2     1   20      49.1   0.0231
 2391   21    3    2     2   20      67.1   0.3018
 2392   21    3    3     0    9     365.7   0.0006
 2393   21    3    3     0   10     423.0   0.0002
 2394   21    3    3     0   16      22.5   0.0002
 2395   21    3    3     1   16      21.2   0.0546
 2396   21    3    3     0   17      23.0   0.0004
 2397   21    3    3     1   17      21.7   0.1628
 2398   21    3    3     0   18      34.8   0.0002
 2399   21    3    3     1   18      49.7   0.7619

 2400   21    3    3     0   20      34.2   0.0004
 2401   21    3    3     1   20      49.1   0.1382
 2402   21    3    4     0   12     361.0   0.0006
 2403   21    3    4     0   16      22.5   0.0002
 2404   21    3    4     1   16      21.2   0.0868
 2405   21    3    4     0   17      23.0   0.0004
 2406   21    3    4     1   17      21.7   0.1389
 2407   21    3    4     0   18      34.8   0.0002
 2408   21    3    4     1   18      49.7   0.3152
 2409   21    3    4     0   20      34.2   0.0004
 2410   21    3    4     1   20      49.1   0.6172
 2411   21    3    5     0   16      22.5   0.3333
 2412   21    3    5     0   17      23.0   0.6667
 2413   21    3    5     0   18      34.8   0.3333
 2414   21    3    5     0   20      34.2   0.6667
 2415   21    3    6     0   18      34.8   1.0000
 2416   21    3    7     0   20      34.2   1.0000
 2417   21    4    1     0    1    4134.3   0.0568
 2418   21    4    1     0    2    4139.0   0.1136
 2419   21    4    1     0    3    4530.0   0.0068
 2420   21    4    1     0    4    4530.0   0.0136
 2421   21    4    1     1    5      94.3   0.0001
 2422   21    4    1     2    5      93.3   0.0001
 2423   21    4    1     1    6      99.0   0.0002
 2424   21    4    1     2    6      98.0   0.0003
 2425   21    4    1     1    7     497.0   0.0021
 2426   21    4    1     2    7     503.0   0.0020
 2427   21    4    1     1    8     497.0   0.0042
 2428   21    4    1     2    8     503.0   0.0039
 2429   21    4    1     1    9     381.0   0.0001
 2430   21    4    1     2    9     388.0   0.0002
 2431   21    4    1     0   12     369.4   0.0001
 2432   21    4    1     1   12     376.3   0.0003
 2433   21    4    1     2   12     383.3   0.0004
 2434   21    4    1     1   16      21.8   0.0151
 2435   21    4    1     2   16      21.7   0.0345
 2436   21    4    1     3   16      16.0   0.1696
 2437   21    4    1     0   17      21.7   0.0001
 2438   21    4    1     1   17      21.8   0.0301
 2439   21    4    1     2   17      21.7   0.0690
 2440   21    4    1     3   17      16.0   0.3396
 2441   21    4    2     0    5      94.3   0.0001
 2442   21    4    2     0    6      99.0   0.0001
 2443   21    4    2     0    7     489.6   0.0010
 2444   21    4    2     0    8     490.1   0.0020
 2445   21    4    2     1    9     381.0   0.0004
 2446   21    4    2     1   12     376.3   0.0006
 2447   21    4    2     1   16      21.8   0.0390
 2448   21    4    2     2   16      21.7   0.0879
 2449   21    4    2     1   17      21.8   0.0780
 2450   21    4    2     2   17      21.7   0.1723
 2451   21    4    3     0    9     374.1   0.0007
 2452   21    4    3     0   16      21.2   0.0002
 2453   21    4    3     1   16      21.8   0.0536
 2454   21    4    3     0   17      21.7   0.0004
 2455   21    4    3     1   17      21.8   0.1826
 2456   21    4    4     0   12     369.4   0.0007
 2457   21    4    4     0   16      21.2   0.0002
 2458   21    4    4     1   16      21.8   0.0924
 2459   21    4    4     0   17      21.7   0.0004
 2460   21    4    4     1   17      21.8   0.1465
 2461   21    4    5     0   16      21.2   0.3333
 2462   21    4    5     0   17      21.7   0.6667
 2463   21    5    1     0    1    4149.5   0.0583
 2464   21    5    1     0    2    4154.3   0.1166
 2465   21    5    1     0    3    4552.0   0.0070
 2466   21    5    1     0    4    4552.0   0.0105
 2467   21    5    1     1    5      93.3   0.0001
 2468   21    5    1     2    5      91.3   0.0003
 2469   21    5    1     1    6      98.0   0.0002
 2470   21    5    1     2    6      96.0   0.0006
 2471   21    5    1     1    7     503.0   0.0018
 2472   21    5    1     2    7     501.0   0.0038
 2473   21    5    1     1    8     503.0   0.0027
 2474   21    5    1     2    8     501.0   0.0057
 2475   21    5    1     1    9     388.0   0.0002
 2476   21    5    1     2    9     393.6   0.0003
 2477   21    5    1     0   12     376.3   0.0001
 2478   21    5    1     1   12     383.3   0.0005
 2479   21    5    1     2   12     389.0   0.0008
 2480   21    5    1     0   16      21.8   0.0001
 2481   21    5    1     1   16      21.7   0.0225
 2482   21    5    1     2   16      16.0   0.0449
 2483   21    5    1     3   16      17.8   0.2562
 2484   21    5    1     0   17      21.8   0.0001
 2485   21    5    1     1   17      21.7   0.0321
 2486   21    5    1     2   17      16.0   0.0647
 2487   21    5    1     3   17      38.8   0.3456
 2488   21    5    2     0    5      94.3   0.0007
 2489   21    5    2     0    6      99.0   0.0014
 2490   21    5    2     0    7     497.0   0.0109
 2491   21    5    2     0    8     497.0   0.0164
 2492   21    5    2     1   16      21.7   0.4474
 2493   21    5    2     1   17      21.7   0.6711
 2494   21    5    3     0    9     381.0   0.0008
 2495   21    5    3     0   16      21.8   0.0003
 2496   21    5    3     1   16      21.7   0.0770
 2497   21    5    3     0   17      21.8   0.0005
 2498   21    5    3     1   17      21.7   0.1997
 2499   21    5    4     0   12     376.3   0.0010
 2500   21    5    4     0   16      21.8   0.0004
 2501   21    5    4     1   16      21.7   0.1392
 2502   21    5    4     0   17      21.8   0.0006
 2503   21    5    4     1   17      21.7   0.1529
 2504   21    5    5     0   16      21.8   0.4000
 2505   21    5    5     0   17      21.8   0.6000
 2506   21    6    1     0    1    4162.9   0.0598
 2507   21    6    1     0    2    4167.7   0.1197
 2508   21    6    1     0    3    4573.0   0.0072
 2509   21    6    1     0    4    4573.0   0.0072
 2510   21    6    1     1    5      91.3   0.0001
 2511   21    6    1     2    5      89.3   0.0004
 2512   21    6    1     1    6      96.0   0.0003
 2513   21    6    1     2    6      94.0   0.0008
 2514   21    6    1     1    7     501.0   0.0024
 2515   21    6    1     2    7     505.0   0.0054
 2516   21    6    1     1    8     501.0   0.0024
 2517   21    6    1     2    8     526.0   0.0054
 2518   21    6    1     0    9     388.0   0.0001
 2519   21    6    1     1    9     393.6   0.0003
 2520   21    6    1     2    9     397.8   0.0004
 2521   21    6    1     0   12     383.3   0.0002
 2522   21    6    1     1   12     389.0   0.0008
 2523   21    6    1     2   12     393.2   0.0026
 2524   21    6    1     0   16      21.7   0.0001
 2525   21    6    1     1   16      16.0   0.0373
 2526   21    6    1     2   16      17.8   0.0637
 2527   21    6    1     3   16      19.5   0.4536
 2528   21    6    1     0   17      21.7   0.0001
 2529   21    6    1     1   17      16.0   0.0321
 2530   21    6    1     2   17      38.8   0.0552
 2531   21    6    1     3   17      62.0   0.3065
 2532   21    6    2     0    5      93.3   0.0008
 2533   21    6    2     0    6      98.0   0.0017
 2534   21    6    2     0    7     503.0   0.0132
 2535   21    6    2     0    8     503.0   0.0132
 2536   21    6    2     1   16      16.0   0.5788
 2537   21    6    2     1   17      16.0   0.5787
 2538   21    6    3     0    9     388.0   0.0010
 2539   21    6    3     0   16      21.7   0.0005
 2540   21    6    3     1   16      16.0   0.1213
 2541   21    6    3     0   17      21.7   0.0005
 2542   21    6    3     1   17      16.0   0.2136
 2543   21    6    4     0   12     383.3   0.0019
 2544   21    6    4     0   16      21.7   0.0009
 2545   21    6    4     1   16      16.0   0.2335
 2546   21    6    4     0   17      21.7   0.0009
 2547   21    6    4     1   17      16.0   0.1444
 2548   21    6    5     0   16      21.7   0.5000
 2549   21    6    5     0   17      21.7   0.5000
 2550   21    7    1     0    1    4176.4   0.0614
 2551   21    7    1     0    2    4181.2   0.1229
 2552   21    7    1     0    3    4585.6   0.0073
 2553   21    7    1     0    4    4585.6   0.0037
 2554   21    7    1     1    5      89.3   0.0002
 2555   21    7    1     2    5      88.3   0.0006
 2556   21    7    1     1    6      94.0   0.0004
 2557   21    7    1     2    6      93.0   0.0013
 2558   21    7    1     1    7     505.0   0.0033
 2559   21    7    1     2    7     509.4   0.0083
 2560   21    7    1     1    8     526.0   0.0016
 2561   21    7    1     2    8     552.0   0.0041
 2562   21    7    1     0    9     393.6   0.0001
 2563   21    7    1     1    9     397.8   0.0004
 2564   21    7    1     2    9     401.7   0.0005
 2565   21    7    1     0   12     389.0   0.0005
 2566   21    7    1     1   12     393.2   0.0017
 2567   21    7    1     2   12     397.0   0.0113
 2568   21    7    1     0   16      16.0   0.0004
 2569   21    7    1     1   16      17.8   0.0744
 2570   21    7    1     2   16      19.5   0.1152
 2571   21    7    1     3   16      45.1   0.3130
 2572   21    7    1     0   17      16.0   0.0002
 2573   21    7    1     1   17      38.8   0.0233
 2574   21    7    1     2   17      62.0   0.0338
 2575   21    7    1     3   17      87.6   0.0638
 2576   21    7    2     0    5      91.3   0.0010
 2577   21    7    2     0    6      96.0   0.0021
 2578   21    7    2     0    7     501.0   0.0165
 2579   21    7    2     0    8     501.0   0.0082
 2580   21    7    2     1   16      17.8   0.8078
 2581   21    7    2     1   17      38.8   0.4036
 2582   21    7    3     0    9     393.6   0.0013
 2583   21    7    3     0   16      16.0   0.0008
 2584   21    7    3     1   16      17.8   0.2243
 2585   21    7    3     0   17      16.0   0.0004
